autor,calificacion,contenido,hotel,titulo
Marie S,50,"Notre cantine régulièrement le midi.Les plats sont faits maison et toujours très bien réalisés. Il y a de la recherche. La viande est tendre. Un plat végétarie,...",Le P'tit Bistrot,
Marie S,40,"J'y vais régulièrement pour la soupe de raviolis et le curry vert qui est excellent !Les quantités sont bonnes.Nous y avons testé plusieurs plats dans le menu,...",L' Echappée,
Marie S,40,"Petit restaurant qui propose une bonne cuisine.Le bo bun est garni (manque un peu de viande tout de même) et bon.Service pas très rapide quand il y a du monde,...",Rizpai,
Marie S,40,"Bon japonais. Les makis sont frais. La salade de vermicelles change de la traditionnelle salade de chou.A emporter, 10% de réduction",Kan Food,
Marie S,40,La salle est très grande. Le service efficace.Les pizzas sont bonnes et bien garnies. Prix corrects.,Le Rialto,
Marie S,30,"Menu à 29,50€. En entrée saucisson à l'ail qui baigne dans une sauce au vin blanc. Une table derrière nous a pris le mesclun qui se résume à un saladier de sala,...",Le Comptoir de Lea,
Marie S,40,"On est dans un bon bouchon lyonnais avec de la cuisine familiale. Un menu unique, on choisit un plat. Les entrées arrivent dans des saladiers à partager, idem ,...",Chez Chabert,
Marie S,40,"Les galettes salées et crêpes sucrées sont bonnes. Un peu trop sèches à mon goût.La garniture est correcte.Rapport qualité - prix OK.Service un peu petit peu,...",creperie l'armorial,
Marie S,40,"Les jardins sont très beaux. L'enceinte est vraiment très grande. Nous y sommes restés 3h30.Avant nous étions montés à pied depuis le centre ville.L'alcazaba ,...",The Alhambra,
Marie S,40,"La vue sur l'Alhambra est superbe.La balade grimpe sec pour arriver jusque là mais ça en vaut la peine (au moins pour se balader dans ce quartier).Dommage que,...",Mirador de San Nicolas,
Marie S,40,Bien moins fréquenté que celui de San Nicolas.Belle vue sur la ville.Endroit agréable surtout en fin d'après midi.,Mirador de San Cristobal,
Marie S,40,"Nous avons pris une assiette de viande à partager pour 25,30€ (attention les prix sont affichés hors taxe au premier abord).La viande est très bonne et assez t,...",Atahualpa Steak House,
Marie S,40,"Nous nous y sommes arrêtés par hasard un lundi midi lors de notre balade dans Grenade.Menu du jour. Les plats sont bien proportionnés et bons. Dommage la sauce,...",Duende 15,
Marie S,50,"Nous nous sommes arrêtés après avoir été charmés dans cette rue aux allures de Maroc.L'accueil a été agréable. Nous avons pris le menu du jour qui est un bon r,...",Teteria As Sirat,
Marie S,40,"Grande chambre avec SDB. Le tout était propre. Le lit confortable mais on s’enfonçait un peu trop dedans...Nous avions choisi une chambre donnant sur la cours ,...",Arteaga Hostal,
Marie S,40,Beau château à visiter.Situé sur les hauteurs on a une belle vue sur la ville et sur les montagnes autour.Il vaut le détour.,Lanjaron Castle,
Marie S,40,"Nous avons diné avec le menu du jour à 10€.Nous avons pu tester une spécialité locale la sopa catellana.Les plats étaient bons et servis copieusement.Serveur,...",Bar Restaurante Rincon de Lorca,
Marie S,50,"La chambre avec le meilleur rapport qualité prix de notre tour d'Andalousie.La chambre et la salle de bain sont très grandes et propres.L'hotel n'est pas très,...",Hotel Central,
Luis Miguel C,40,"Habitaciones cómodas, buen servicio de habitación, por mejorar el servicio de desayunos, dado que para viajes de trabajo es necesario que el restaurante atienda,...",Classic Continental Hotel,
Kely Guevara,10,"Una muy mala experiencia, reservé una habitación triple la cual no tenía ventilación (ninguna ventana ), ni un velador, ni una mesa, ni una silla donde poner la,...",Hostal Zeus,
edualpeirano,10,"No volveré a este lugar luego de sufrir violenta discriminación por parte del personal de seguridad en más de una ocasión en mi única visita. Me hicieron sentir,...",Wahios Culture Bar,
edualpeirano,,,Edu Al Peirano,
edualpeirano,50,"Agradable café estilo clásico, situado en una de las avenidas más importantes de Praga, con un pianista de lujo, Vaclav Svejdar, quien se sentó amablemente a co,...",Restaurant Narodni Kavarna,
edualpeirano,50,"Es un hotel con todas las comodidades, muy limpio y espacioso. Habitaciones bien ventiladas y camas que ofrecen suficiente privacidad. Brindan información compl,...",Tam Coc Garden Homestay,
edualpeirano,50,"Book a tour or transportation with them. It's the best option in terms of quality.I recommend Lucy because she will give you accurate information and a lot of ,...",Crossing Vietnam Tour,
edualpeirano,50,"Es un lugar con buena onda, buena música, con diferentes áreas para escuchar la música o para conversar, la decoración es muy agradable, el ambiente es cálido a,...",100cznia,
edualpeirano,40,"Ubicado a exactamente 8 cuadras de la Plaza de Armas de Tarapoto, la Casa de Hiro es uno de los hospedajes más recomendables en la misma ciudad de Tarapoto. La ,...",La casa de HIRO,
edualpeirano,40,"Música en vivo, tragos curiosos de buena calidad, calle con onda de boulevard durante la noche joven, ideal para estar al aire libre. Prueba las especialidades ,...",Stonewasi,
edualpeirano,40,"Ubicado en el Jr. Lamas donde está la movida nocturna en Tarapoto, La Patarashca es quizás el Restaurant más importante de la ciudad, pero eso no lo hace más ca,...",La Patarashca Restaurant,
edualpeirano,50,"Llegar a la laguna es como llegar al paraíso que tienes en tu imaginación, con todas las formas bellas de la naturaleza pintándose alrededor y reflejándose sobr,...",Laguna Sauce,
edualpeirano,40,"Cuando llegas parece muy lejos, pues desde la carretera es más o menos 1km de distancia, sin embargo, tan pronto te das cuenta que la playa está a unos pasos, y,...",Psygon Surf Camp,
edualpeirano,50,"Me sorprendió que justo los días en los que me alojé, martes y miércoles, ofrecieran cena gratis, sencilla y nutritiva, el gesto me pareció sensacional consider,...",Great Hostels Backpackers,
edualpeirano,30,"En Huamanga, una ciudad colonial con mucho movimiento, los hospedajes están por todas partes, éste en particular, está a un par de kilómetros de la plaza de arm,...",Classic Continental Hotel,
edualpeirano,40,"Ubicado en uno de los balcones de plaza de armas de Ayacucho. Es un buen lugar para pasar un rato agradable con buena vista, al aire libre, cómodo, cálido y con,...",ViaVia Cafe Ayacucho,
edualpeirano,50,"Se encuentra realmente en una cuesta, subiendo camino a la plaza de Cayma. Es un hotel moderno con todas las facilidades, muy cómodo, el ambiente permanece en u,...",Hotel la Cuesta de Cayma,
edualpeirano,50,"Para cualquier viajero, resulta encantador encontrarse con lugares donde puedes utilizar las instalaciones con fácil acceso, como la piscina por ejemplo.La ate,...",Inkawasi Hotel Condominio,
edualpeirano,50,"Primero que nada, hay que hacerlo. Hay que llegar hasta aquí y sin dudarlo, lanzarse. Está en la ruta de la caminata hacia el popular columpio de la ""Casa del á,...",El Vuelo Del Condor,
edualpeirano,50,"Ubicado en frente del Malecón 2000 y a unas cuadras del barrio de las Peñas, es un hostel estilo danés con un ambiente ideal para disfrutar de la estadía en Gua,...",Hotel La Perla Central,
edualpeirano,40,"En la ciudad incontrastable de Huancayo es uno de los hoteles con mejores prestaciones. La cultura wanka la vez en diferentes detalles por todo el ambiente. Su ,...",Hotel Waalay Wanka,
edualpeirano,40,"Es uno de los mejores hoteles para quedarse en Chiclayo. Muy completo. Piscina limpia y purificada, espacioso, habitaciones completas, atención dedicada de part,...",Hotel La Posada del Ingles,
Veronica H,50,"Qe had a great time at mapacho, with good food and great beers after a hike up the huayna picchu. Yohan was very helpful and friendly.",Mapacho Craft Beer Restaurant,
Veronica H,30,"Nuestras altas expectativas quizá jugaron en contra. La comida estuvo normal, con el añadido que el atún que pedimos estaba sobrecocido. ",La Sirena d'Juan,
Veronica H,50,"Nos alojamos por tres noches y fueron increíbles. El ambiente es tranquilo y relajante, cuenta con una piscina pequeña para refrescar a los huéspedes y ofrecen ,...",Eco Lodge,
Veronica H,40,"De los mejores ceviches de Máncora. Prueben el cinco leches, es increíble. Lo único malo es que sirven porciones muy pequeñas.",Aqua,
Veronica H,50,"I really enjoyed my 3 days at Mitu Wasi. This ecohospedaje makes you feel like home right from the start. We chose a package which included the airport pick-up,,...",Mitu Wasi Ecohospedaje,
Veronica H,40,"For the Holy Week, this place is the best. It's really close to the main square, restaurants and tours agencies. Also, the breakfast was simple but tasty. When ,...",Hotel San Francisco de Paula,
Mariafé Defilippi,50,"Ambiente perfecto, música perfecta, la mejor atención y un café fuera de este mundo. La raíz de todo su esfuerzo es el comercio justo... No sólo delicioso, sin,...",Cafe Cultor,
Mariafé Defilippi,50,"Stayed here for a few night, great place to hang out and rest. Very friendly and helpful staff, help me a lot to get my way through the city and to get cabs at ,...",Mountain Hostels Manizales,
Mariafé Defilippi,10,"The first time I went, it was closed because of the Holidays. It wasn't announced at all and ended up in another place. Went today for a second time... To give,...",Kay's Cuisine for the Soul,
Mariafé Defilippi,30,"It's a fun place to visit. Non the less, there's no much more to do than watching the fountains and water show. Sometimes it can get really crowded. I would rec,...",Circuito Magico Del Agua,
Mariafé Defilippi,50,"Best bohemian place to go. You can enjoy just walking during the afternoon around the main square, go throw the coffee houses, artisanal beer houses, just sit a,...",Barranco,
Mariafé Defilippi,50,"Es un monasterio supremamente sencillo y, sin embargo, te sumerge mucho en la mística del lugar. La estructura es muy bella, en especial el claustro principal. ,...","San Francisco Plaza, Church and Monastery",
Mariafé Defilippi,50,"You can always buy tickets to see a great basquet game! Sure, there are tons of other events going on, but to assist to a game is a MUST. ",Toyota Center,
Mariafé Defilippi,50,"Es un lugar hermoso, vale totalmente la pena subir hasta el Peñol! Parecen ser muchas escaleras, pero no es complicado (: la vista vale totalmente la pena. ",Guatape,
Mariafé Defilippi,50,"Vale totalmente la pena dedicar un día entero a caminar toda las ciudad amurallada. Hay muchísimos lugares por visitar y, en si misma, la ciudad es preciosa. ",Walled City of Cartagena,
Mariafé Defilippi,50,"Está escondido, pero vale totalmente la pena. Es un lugar mágico, en el que uno no sólo se familiariza con el proceso de desarrollo de las mariposas, sino que, ,...",Andoke,
Mariafé Defilippi,50,"Just amazing. It's a MUST. The monastery is beautiful, just like the chapel. Yo can participate of mass with gregorian chants! ",Sao Bento Monastery,
Mariafé Defilippi,10,"It's a very old construction, doesn't seem to be cleaned up very often. The rooms are very small and look really cheap. The personal is very rude. The breakfas,...",Hotel San Francisco de Paula,
Mariafé Defilippi,50,"A beautiful space, perfectly designed to be cosy and let you feel just like home. There are very different spaces in which you can enjoy your favorite books. I,...",Casa Libreria Wilborada 1047,
travelnod,40,"On the beach really helpful staff,  in my experience four and half stars. Can't rate the food as I eat out at all the local places. Has a great vibe around well,...",Ferrer Concord Hotel & Spa,
travelnod,50,"Arrived very early , had the lamb chops which where cooked to perfection for me (a little rare) the waiter from Cordoba was helpful and friendly. Would defiantl,...",Cas Padri,
travelnod,50,Went there lunch time Sat 23rd . Perfectly seasoned and cooked burger with rosemary fries and a good root beer . Highly recommend,C.R.A.F.T Burger,
travelnod,50,"Great trip , we will book again and hope for a brighter day , lots of dolphins and views of Dundee from a different prospective",Pirate Boats,
travelnod,50,"Very good food and service in an ordinary looking restaurant, don't be fooled by the look of the place ",La Almazara,
travelnod,,,Inca Trail,
travelnod,,,Inca Trail,
travelnod,,,Inca Trail,
travelnod,,,Inca Trail,
travelnod,,,Inca Trail,
travelnod,,,Inca Trail,
travelnod,,,San Cristobal Church,
travelnod,,,San Cristobal Church,
travelnod,40,Had lunch again today and as ever the food and service was good. Has the sausage and mash this time and it was a good hearty meal. ,The Three Horseshoes Inn Restaurant,
travelnod,,,Centro Historico De Cusco,
travelnod,,,Centro Historico De Cusco,
travelnod,40,"Still lots of traces of the original Inca city built on by the Spanish. For me there are just too many tourists.. Perfered Ayacucho as a city to explore. Lots o,...",Centro Historico De Cusco,
travelnod,40,"Reasonable accommodation in a fabulous spot. Good service and okay food , rooms are a tad tired but comfortable. Seen all the stuff about flies but that's what ,...",Hartland Quay Hotel,
travelnod,40,"See how they used to live and soak up the oldie worldie atmosphere. Some good food to be found in the Inn at the bottom of the hill. Visitor centre has lots to ,...",Clovelly Village,
travelnod,50,"Been many times and stayed in all except Millcombe , Hammeners and the old light where my favourite stays. The old school a close second. Pub is friendly and th,...",Lundy Island,
Megan T,50,"I was dying for a beef tenderloin dinner after hiking for four days, I was so happy to find a place that could give me exactly what I wanted. It was fantastic! ,...",Mapacho Craft Beer Restaurant,
Megan T,50,"Took my first leap here and had a great time. I was happy with how thorough they were with preparing me beforehand. Almost chickened out, based on my own fear b,...",Action Valley,
Megan T,50,"I spent two nights here before my hike and another afterward. Both rooms were everything I needed. Heater in each one, which I happily used. Ample space for mys,...",Cusco Plaza Saphi,
Megan T,30,"Everything was fine. I was a lone traveler and was still given two beds, so I had plenty of room. TV was in the room but I don’t speak Spanish, so I didn’t both,...",Hotel Las Lomas Huancayo,
Megan T,40,"The lobby was freezing at all times, I felt bad for the front desk workers. Pay the extra money for a heater for your room. They have lots of thick blankets on ,...",Hotel Ascension,
Megan T,50,"Stayed for only one night. Would certainly stay again. Great location (close to train station). Ample hot water, lots of space, nice little garden area. Breakfa,...",Hotel Las Orquideas,
Megan T,50,"Such a fantastic little city. This was an easily located place to stay. The common areas were impressive and roomy. Rooms were a bit tight but as a solo travele,...",Hotel San Francisco de Paula,
Megan T,40,"I can’t rave enough about how fabulous my meal was. I appreciated it all- the freshness of the products, the precision of cuts, delicate yet deep flavours... I ,...",Toshi Restaurante Nikkei,
Megan T,50,"I visited this place twice. I was sold on the cappuccinos with Baileys while people watching over the balcony. I found the service great with smiles. Make a poi,...",Cappuccino Cafe,
Megan T,50,"This place is a busy spot for a good reason. Great sizes portions, versatile menu, tasty espresso drinks. Both my visits were for breakfast and left feeling v,...",Jack's Cafe Cusco,
Megan T,50,"Myself and two friends stayed in a room in the carriage house. The space was very comfortable and the beds even more comfortable. The living room was spacious. ,...",Victoria's Historic Inn,
Megan T,40,"Room was a bit damp feeling but otherwise comfortable and quite clean. A good size room. Stayed in the motel part. It fit our needs for an evening out in Wolfvi,...",Evangeline Inn & Motel Inc.,
Megan T,50,"This was my second stay at Waikiki and I'm happy I returned! I stayed with my best friend, we had the bottom room in the tower. There isn't a separate room for,...",Waikiki Guest House,
Megan T,50,"It's an extremely quiet location, incredibly peaceful, extremely friendly locals. A trip to Jamaica wouldn't be complete without it for me :)",Treasure Beach,
Megan T,50,"So glad I got to check this out finally! (Missed out first two trips).We had Captain Kirk take us out on the water, up to Black River to Rudy's and then to th,...",Pelican Bar,
Megan T,50,"I can't say enough about Pure Garden. This was my third stay and I felt like it was my home away from home. I booked a stay at another place much farther up t,...",Pure Garden Resort Negril,
Megan T,50,"This is definitely worth checking out! We went the whole way up through the water (you don't have to go the whole way, we only realized that half way up). Lik,...",Original Mayfield Falls Jamaica,
Megan T,50,"A great spot in the hills just above Negril! We got a cheap taxi up, took about 20-25 minute drive. And he waited for us. I was only expecting to be here an h,...",Blue Hole Mineral Spring,
Megan T,50,"While walking from Pure Garden in an attempt to get some geocaches, we stopped here to have breakfast. A great choice.Everything was really good. I ordered a ,...",Canoe Bar,
Megan T,50,"You haven't completed your visit to Treasure Beach without going Eggy's for drinks or something to eat! Eggy himself is almost always around and very friendly, ,...",Eggy's Beach,
Andrea A,50,"We were visiting Ayacucho for two nights in this hotel! It's next to the Plaza de Armas, very central. We had a really good time there with lots of fun. The fa,...",Hotel Colmena,
Leopoldo Buendía,50,"Opciones para todos los tipos de dietas. La hamburguesa de quinua está muy rica. Las papas fritas son nativas con hierbas aromáticas lo cual es genial pues en o,...",Chakruna Native Burgers,
Leopoldo Buendía,40,"Bueno, en un sitio de carnes debe brillar la carne y aquí lo hace, el maestro parrillero es muy bueno, el servicio bastante amable y el local muy acogedor. En d,...",Costumbres Argentinas,
Leopoldo Buendía,20,"The views are great, but the food is terrible, the fried potatoes in my dish weren't fresh, probably from the pervious day. Herbal teas made with rotten herbs o,...",Limbus Resto Bar,
Leopoldo Buendía,20,"Legumbres quemadas, pollo seco como un cartón, demasiado ajo en sus cremas. El precio no corresponde a la calidad de la comida, es demasiado caro para lo que re,...",Armonica Cafe,
Leopoldo Buendía,20,"We stayed there four nights. We got a room with a terrace in front of the ocean, the view was wonderful, the room very clean, good amenities and very comfortabl,...","Sunscape Curaçao Resort, Spa & Casino",
Leopoldo Buendía,30,"Los postres tienen demasiado azúcar, sería interesante que le bajen al menos un 10%. Pero no peor de este sitio es el servicio, el personal no es amable, comete,...",Maria Almenara,
Leopoldo Buendía,30,"Don't get me wrong, the place is nice, the views over the valley are beautiful, its super quiet and you can spend a marvelous relaxing time here, disconnecting ,...",Empedrada Ranch & Lodge,
Leopoldo Buendía,20,"This is the second time I visit this place. Previous one was on summer and the experience was much better. The open ceiling is not suitable for this time of the,...",El Mercado,
Leopoldo Buendía,40,"We went on a Wednesday for dinner. They don't ask if you want to have the bread, they just put it on the table, which is not good since you pay for it. Anyways.,...",Felix Brasserie,
Leopoldo Buendía,10,"This place has to seriously consider to improve its processes. First of all nobody tells you that its like an auto service, there were no waitresses when we arr,...",La Nevera Fit,
Leopoldo Buendía,20,"We drove from Paracas to know the hotel and eat there and we had a pretty bad experience. All started when I called to make the reservation, the woman who atten,...",Restaurante del Hotel Viñas Queirolo (La Parra),
Leopoldo Buendía,30,"We ate here once and it was a very good experience. Pasta with pesto was delicious, lasagna was really tasty also. Very fair price for what you get. The salad w,...",La Nona,
Leopoldo Buendía,30,"They cook the meat with a tasty sauce (not 100% sure about the real taste of meat), salad is good (made with tomatoes, lettuce, avocado and cucumbers). It seems,...",Italo's Parrilladas,
Leopoldo Buendía,40,"Friendly staff, a lot of options to try, nice environment, peaceful and friendly ambiance. I felt at home, like having some drinks with friends in my neighborho,...",Vater Otto Bar,
Leopoldo Buendía,10,"Nos dijeron que la atención era HASTA las nueve de la noche, llegamos a las 08:22pm y no quisieron atendernos. No nos dieron mayores explicaciones.",Mama Frida,
Leopoldo Buendía,20,"We went there on a Sunday, the place was full and we had to wait. The pasta dish was 36 soles. I ordered green fettuccine (spinach) with ragu sauce, my girlfrie,...",La Traviata,
Leopoldo Buendía,20,"What you get here is regular peruvian food at a high price. In my opinion there's no special reason to come here, you can have similar kind of food for half the,...",El Rocoto,
Leopoldo Buendía,10,"Se tardaron en atendernos más de media hora para traer unos makis, los makis estuvieron esperando en la barra por 25 minutos a que un camarero lo recoja y lo ll,...",Toshi Restaurante Nikkei (Panorama),
Leopoldo Buendía,30,"This is a small and cozy place in the ""old"" area of Miraflores. Nice atmosphere, very polite and friendly staff.They change the menu each quarter, so it's a g,...",Matria Restaurante,
Leopoldo Buendía,20,"With time and at this speed, Tanta will become another peruvian fast food chain...but with high prices. For example today I got ""Suprema Maryland"" which is brea,...",Tanta,
JanoMD,40,"Una montaña. ¿Que puedes hacer para que una montaña se vuelva una atracción turística? Pues lo que han hecho en Bogota. Buena vista, buenos restaurantes, natura,...",Mount Monserrate,
JanoMD,30,"Agradable, pero no mas allá. Retirado del bullicio, apacible, tendencia hacia lo rustico. No hay playa, o al menos no lo suficiente. Agradable piscina. El perso,...",Decameron Marazul,
JanoMD,50,"Todo es muy bueno en esta isla, pero aquí hay puntos extras por sus playas, agua cristalina, peces, etc. Por eso regrese y seguramente volveré nuevamente en el ,...",Cayo Acuario,
JanoMD,40,"Muy interesante como la naturaleza permite que la admiremos, aun con algo tan simple como un hoyo. No se puede ir a San Andrés, sin visitarlo.",Hoyo Soplador,
JanoMD,30,"Agradable, curioso, pero nada mas. Creo podría ser mejor si se esforzaran un poco mas y si invierten en mejor infrestructura.",Morgan's Cave,
JanoMD,30,"Conozco algunos hoteles Decameron en Perú, Panamá, Colombia, y puedo decir que este es uno de los mas bajos.El hotel es pequeño, la vista no es muy buena, al m,...",Royal Decameron Punta Centinela,
JanoMD,30,"Muy movida. Bandera roja todos los días que estuve por allí. A nadar solo si eres muy bueno, y si no es así, solo en la orilla.",Playa Punta Centinela,
JanoMD,40,"Paqueñisimo, pero agradable. Educativo. Hay poco con respecto a restos y reliquias en la zona, pero dentro de lo que hay, es lo mejor.",Museo Amantes de Sumpa,
JanoMD,30,"Ojo, solo estuve de pasada, pero no me pareció gran cosa. Tal vez la vida nocturna sea la clave aquí, pero como playa solo es regular. Cierto, tal vez sean las ,...",Malecon Salinas,
JanoMD,40,"Muy agradables las vistas en este lugar. Brisas fuertes, los que les gusta sentir el viento en el rostro estarán felices. ",La Chocolatera,
JanoMD,50,"444 escalones que valen la pena subirlos. Cada uno de ellos. Y así fueran muchos mas. La vista desde la cima es impresionante. Ya en la ruta hay miradores muy b,...",Cerro Santa Ana,
JanoMD,40,"En las faldas del Cerro Santa Ana, por lo que de todas maneras tienes que visitarlo. Muy agradable, variadas vistas, y lugares agradables.",Las Penas,
JanoMD,40,"Visita obligada en Guayaquil. Malecón moderno, agradable, limpio, ordenado. Vista espectacular del río. Muy recomendable.",Malecon 2000,
JanoMD,40,"He visto parque llenos de gatos, perros, aves. Aquí tienes un parque publico de libre acceso lleno de iguanas. ",Parque Seminario,
JanoMD,40,"Pero la experiencia fue muy buena. como todas las playas de Can Cun, aren blanca, mar de aguas claras, limpia, ordenada, etc, etc. Muy recomendable.",Playa Delfines,
JanoMD,,"Hola. Que tal el clima en Punta Centinela en Noviembre. Pienso viajar esa época y ese lugar es una de mis opciones. ¿Es bueno el clima? Saludos y gracias de ant,...",Quito,
JanoMD,30,"Este es un buen hotel, pero nada mas.Si vas en familia, sobretodo con hijos pequeños, es ideal para ti. Si lo que quieres es juerguear, nada que ver.En mi cas,...",Crown Paradise Club Cancun,
JanoMD,40,"Si bien es caro, vale la pena.Entretenido, sobretodo si vas con niños. Entretenimiento en familia de los mejor. Lo malo es que no puedes tomar buenas fotos y l,...",Interactive Aquarium,
JanoMD,40,"Muy buen servicio de esta empresa de turismo.Vale la pena el costo. Algo caro, pero el servicio que brindan hace justo el precio pagado.",Xcaret,
JanoMD,50,"Muy bueno.Caro, pero muy bueno.Pasas todo el día visitando este inmenso parque temático y sigues divirtiéndote. Nadas, corres, subes, bajas, te cansas, pero te,...",Xcaret,
miguel v,,,EL Parque Hotel,
miguel v,50,"Es un lugar muy tranquilo y acogedor, la vista es espectacular, los guías son muy serviciales y amables y no es costoso, subirte a este monumento te da una vist,...",Obelisco de la Pampa de la Quinua,
miguel v,30,"Está muy bien ubicado, sin embargo tuvimos inconvenientes para poder ingresar porque no hay un personal permanente en recepción, al parecer una sola persona rea,...",Hotel Rafaela,
miguel v,50,"Llegue muy temprano pese a que el check-in era después me permitieron la entrada sin ningún tipo de cargo adicional, la habitación agradable, ducha siempre con ,...",Hotel Sevilla,
Martin_Vasquez_2050,30,"Esta ubicado a 4 cuadras de la plaza de armas. Bastante sencillo, limpio, precios comodos. Tienen wifi, no incluye desayuno, el agua caliente demora, los TV tie,...",Hotel Rafaela,
Martin_Vasquez_2050,40,"Es un restaurante muy grande en la periferia de la ciudad, a 5 minutos en taxi del centro. La carta tiene unos 6 platos principales a base de cuy, cerdo y truch,...",Recreo Las Flores,
Martin_Vasquez_2050,40,"It's a nice hotel located half block from main square. Rates are cheap but rooms are clean, with hot water, wifi and LCD TV with cable. I think it's a good plac,...",Hotel Puma Urco,
Martin_Vasquez_2050,50,"This hotel is at 2 blocks from main square. You can find everything nearby. Rooms have air conditioning, cable TV, wifi, hot water, fluffy towels, shampoo, herb,...",Hotel Mochiks,
Martin_Vasquez_2050,40,"This is maybe the best restaurant bar  in town. Food is regional and Peruvian, not a gourmet restaurant  but a nice place to eat good at good prices. It has a b,...",La Real Cecina,
Martin_Vasquez_2050,40,"Es un hotel sencillo, con precios acordes a la sencillez. Atienden las 24 horas, esta ubicado a media cuadra de la plaza de armas. Tiene cable, wifi, agua calie,...",Hotel El Angel,
Martin_Vasquez_2050,40,"Estuve ahi dos dias. Todo muy limpio. El agua caliente siempre disponible. En pleno centro de Huancayo, cerca de todo. Personal amable, tiene servicio a la habi,...",Hotel Los Balcones,
Martin_Vasquez_2050,40,"Si van a la isla no deben perderse la caminata a través de la isla, los paisajes son muy hermosos.La comida es muy simple, pero sabrosa.Existe mucha artesania,...",Taquile Island,
Martin_Vasquez_2050,40,"Muy cerca de Puno, artesania barata y diferente de la vista en Puno ciudad.Es muy extraño caminar sobre totora y saber que debajo esta el lago.Me gustó la exp,...",Uros Floating Islands,
Martin_Vasquez_2050,10,"Pedi un pollo por delivery a la Caravana de San Isidro y me trajeron pollo y papas recalentadas y ensalada con palta en mal estado de conservación.Pésima calid,...",Caravana,
Martin_Vasquez_2050,50,"Estuvimos 3 dias y la pasamos muy bien. El personal es muy atento, los desayunos tienen un poco de todo, el restaurante es muy bueno. Las habitaciones tienen un,...",XIMA Puno Hotel,
Martin_Vasquez_2050,30,"Fuimos de Puno a Cusco. El servicio es muy bueno, las instalaciones estan bien cuidadas. Los shows de musica son buenos/regulares. La comida me pareció mala, te,...",PeruRail - Titicaca,
Martin_Vasquez_2050,40,"Estuvimos solo una noche. La atención es buena. El desayuno es demasiado simple. Solo tienen un ascensor. Las habitaciones tienen un decorado regular, son ampli,...",Polo Cusco Suites,
Martin_Vasquez_2050,30,"La comida es regular, el restaurante del Eco Inn Puno, donde nos alojamos, es mejor. Es un sitio popular entre los turistas y se llena siempre. Las bebidas regu,...",Mojsa Restaurant,
Martin_Vasquez_2050,30,"Es un sitio muy bonito, con comida regular, las pizzas son de lo mejor, la atencion es un poco lenta. Las bebidas muy caras para el producto, en el Mojsa son me,...",Restaurante Giorgio Eirl,
Martin_Vasquez_2050,30,"La presentación y el sabor de la comida me parecieron promedio. Incluso las bebidas apenas daban la talla, Llegamos a este restaurante porque el Fridays estaba ,...",LongHorn Grill & Drinks,
Martin_Vasquez_2050,40,"Las pizzas son muy buenas, tienen una amplia variedad, tambien de cervezas y vinos. Probamos unos fideos a la carbonara, la salsa muy buena, pero los fideos med,...",La Bodega 138,
Martin_Vasquez_2050,50,"El local es pequeñito, la atención buena. Los helados artesales se preparan en el momento y de acuerdo a las especificaciones del cliente. Los precios son modic,...",Qucharitas,
Martin_Vasquez_2050,40,"Por recomendación de un viajero de Tripadvisor llegamos a este local buscando la mejor pizza de Cusco. La pizza no nos decepcionó, mucho mejor que cualquier piz,...",La Pizza Carlo,
Martin_Vasquez_2050,30,"Hospedaje ubicado en el tradicional barrio de San Blas cuenta con una infraestructura de material noble nueva. Las habitaciones estan limpias. Los baños son peq,...",Pension Sanblena B&B,
Jaime O,40,"Muy buen hotel y la atención amable, buena opción para quienes deseen pasar su estadía en Ayacucho, además se encuentra cerca a la plaza de armas, no cuenta con,...",Hotel Rafaela,
Jaime O,50,"Durante la estadía nos dieron buen trato y el hotel tiene los servicios básicos para estar bien y cómodo. Seguro lo recomiendo para alojamiento, es cerca relati,...",Hotel Mallmanya Inn,
Jaime O,50,"Excelente lugar , la comida muy agradable y la atención excelente y siempre disponible a cualquier requerimiento, cien por ciento recomendable.",Chullpi Restaurant,
danifc87,50,"Sin duda ha sido una gran opción BBB. Carlos (administrador) y Edher (Recepción y atención a huespedes) fueron muy hospitalarios, muy educados, serviciales, hog,...",Tinoco Apart Hotel,
danifc87,50,"En realidad es la Pampa de Ayacucho, no de la Quinua (los guías nos corrigieron). Es un lugar que contiene historia muy importante para nuestro país. Es importa,...",Obelisco de la Pampa de la Quinua,
danifc87,50,"Es importante conocerla por la historia que contiene, la época de la cultura Wari, la que fue previa a la cultura Inca.",Complejo Arqueologico Wari,
danifc87,40,"Un museo que encontramos de casualidad caminando rumbo al mercado. Nadie nos había hablado de él. Entramos y era totalmente solitario. Un amable señor nos atend,...",Museo Andres Avelino Caceres,
danifc87,30,El lugar tiene pizzas y pastas muy ricas.  Los asientos eran incómodos pues la distancia entre una mesa y otra era muy estrecha. Y no aceptaban tarjeta...,Flashy Pizzeria & Taberna,
danifc87,40,"El tren se nota que está en buenas condiciones, todo en buen estado, personal muy atento y amable.Lo que me parecio terrible fue que en el techo hubiesen venta,...",Inca Rail,
danifc87,40,"Los platos son exquisitos, muy ricos, inclusive yo no soy fanatica de la comida marina, pero los piqueos que ofrecen son deliciosos. y la atencion A1",Segundo Muelle Conquistadores,
danifc87,30,"Solo he ido una vez. la atencion es rapida, la presentacion es bonita, los sabores son ricos, Fui al establecimiento que esta en C.C. San Miguel.",Crepes & Waffles,
